property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P000150,"Brisbane, Australia",beach,guesthouse,155,"24h check-in,balcony,beach access,beachfront,elevator,gym,pool,security,washer dryer","beach,beachfront,budget,city center,long stay,romantic,urban",2,4
P000151,"Toronto, Canada",lake,loft,235,"24h check-in,air conditioning,city view,dock,kitchen,lake view,near metro,smart lock,washer dryer,workspace","business,lake,long stay,luxury,urban",1,3
P000152,"Split, Croatia",beach,hotel,195,"air conditioning,beach access,beachfront,gym,kitchen,outdoor shower,parking,pool,wifi","beach,beachfront,coast,family,mid-range",1,1
P000153,"Santiago, Chile",mountain,cabin,130,"24h check-in,balcony,breakfast included,city view,kitchen,mountain view,security,smart lock,tv,washer dryer","city center,mid-range,mountain,nature,pet-friendly,ski,urban",1,3
P000154,"Berlin, Germany",urban,hotel,190,"air conditioning,city view,elevator,kitchen,pet friendly,security,smart lock,tv","mid-range,near metro,pet-friendly,urban",2,4
P000155,"Krakow, Poland",urban,loft,175,"elevator,heritage building,parking,pet friendly,security,smart lock,tv,washer dryer","budget,city center,historic,long stay,urban",1,2
P000156,"San Diego, USA",beach,villa,215,"air conditioning,balcony,breakfast included,city view,pet friendly,security,smart lock,tv","beach,beachfront,budget,city center,ocean view,pet-friendly,urban,villa",2,4
P000157,"Austin, USA",urban,townhouse,240,"breakfast included,city view,elevator,kitchen,pet friendly,security,smart lock,workspace","budget,business,city center,urban",3,6
P000158,"Vienna, Austria",urban,townhouse,240,"24h check-in,breakfast included,city view,elevator,kitchen,near metro,pet friendly,tv,washer dryer,workspace","city center,mid-range,near metro,townhouse,urban",2,4
P000159,"Chicago, USA",lake,guesthouse,130,"24h check-in,air conditioning,breakfast included,city view,dock,elevator,kayaks,kitchen,near metro,security,wifi","budget,business,city center,lake,urban",3,6
P000160,"Lagos, Nigeria",beach,hotel,205,"24h check-in,beach access,breakfast included,city view,elevator,gym,kitchen,near metro,tv,workspace","beach,beachfront,business,family,luxury,near metro,urban",1,1
P000161,"Dubrovnik, Croatia",beach,riad,150,"24h check-in,beach access,beachfront,courtyard,heritage building,ocean view,parking,rooftop terrace,sea view,security,smart lock,wifi","beach,coast,family,historic,mid-range,romantic",1,3
P000162,"Las Vegas, USA",urban,villa,270,"air conditioning,elevator,parking,pool,shade courtyard,wifi,workspace","budget,business,desert,pet-friendly,urban",4,9
P000163,"Montreal, Canada",lake,hotel,225,"24h check-in,breakfast included,city view,dock,elevator,gym,parking,smart lock,tv,washer dryer","city center,hotel,lake,mid-range,near metro,urban",1,2
P000164,"Denpasar, Indonesia",beach,villa,210,"24h check-in,beach access,beachfront,kitchen,ocean view,parking,pet friendly,pool,washer dryer,wifi,workspace","beach,beachfront,budget,family,island",2,4
P000165,"Cape Town, South Africa",beach,guesthouse,215,"air conditioning,city view,elevator,hiking trails,hot tub,kitchen,near metro,ocean view,tv,workspace","beach,budget,business,family,hiking,long stay,mountain,ocean view,quiet,urban",2,4
P000166,"Naples, Italy",beach,bungalow,195,"air conditioning,balcony,gym,ocean view,pet friendly,pool,security","beach,beachfront,budget,bungalow,business,family,long stay,urban",1,3
P000167,"Kyoto, Japan",urban,apartment,180,"air conditioning,balcony,breakfast included,courtyard,elevator,heritage building,kitchen,parking,pet friendly","city center,historic,long stay,mid-range,urban",1,3
P000168,"Krakow, Poland",urban,condo,230,"24h check-in,air conditioning,courtyard,kitchen,smart lock,wifi","historic,long stay,mid-range,near metro,urban",2,5
P000169,"New Orleans, USA",coast,hotel,170,"air conditioning,gym,kitchen,parking,pool,sea view,workspace","city center,coast,family,long stay,mid-range,ocean view,urban",1,1
P000170,"Brisbane, Australia",beach,townhouse,145,"24h check-in,air conditioning,balcony,city view,elevator,near metro,outdoor shower,parking,pet friendly,pool,washer dryer,workspace","beach,beachfront,long stay,mid-range,pet-friendly,romantic,urban",1,3
P000171,"Nairobi, Kenya",nature,guesthouse,110,"24h check-in,balcony,city view,elevator,near metro,pet friendly,solar power,wifi,wildlife viewing,workspace","city center,mid-range,nature,near metro,urban",3,6
P000172,"Victoria, Seychelles",beach,condo,125,"24h check-in,air conditioning,balcony,elevator,kitchen,parking,scooter rental,tv,workspace","beach,family,island,mid-range,ocean view",1,2
P000173,"Oslo, Norway",forest,chalet,205,"24h check-in,balcony,breakfast included,elevator,firepit,hammocks,panoramic window,security,smart lock,tv,wifi","chalet,city center,fjord,forest,hiking,luxury,nature,pet-friendly,urban",3,7
P000174,"Santiago, Chile",mountain,apartment,150,"24h check-in,air conditioning,balcony,breakfast included,security,smart lock","hiking,mid-range,mountain,near metro,pet-friendly,quiet,urban",2,4
P000175,"Leh, India",mountain,villa,110,"24h check-in,air conditioning,balcony,hiking trails,hot tub,kitchen,mountain view,pet friendly,shade courtyard,smart lock,tv,washer dryer","desert,mid-range,mountain,nature,ski",7,14
P000176,"Hurghada, Egypt",beach,condo,190,"air conditioning,breakfast included,outdoor shower,pet friendly,security,shade courtyard,tv,wifi","beach,beachfront,budget,desert,ocean view",1,3
P000177,"Las Vegas, USA",urban,hotel,180,"air conditioning,balcony,breakfast included,gym,kitchen,pool,security,shade courtyard,workspace","business,city center,desert,mid-range,urban",1,3
P000178,"Toronto, Canada",lake,apartment,275,"air conditioning,balcony,breakfast included,dock,gym,lake view,pet friendly,sauna,security,smart lock,tv","apartment,city center,lake,mid-range,pet-friendly,urban",2,5
P000179,"Sharjah, UAE",beach,bungalow,170,"air conditioning,breakfast included,city view,elevator,kitchen,pet friendly,rooftop terrace,shade courtyard,smart lock,workspace","beach,beachfront,budget,city center,desert,near metro,ocean view,urban",1,2
P000180,"Wellington, New Zealand",coast,villa,340,"city view,elevator,kitchen,near metro,parking,pet friendly,security,washer dryer,wifi,workspace","city center,coast,family,long stay,luxury,romantic,urban",6,12
P000181,"Innsbruck, Austria",mountain,apartment,175,"air conditioning,boot warmers,breakfast included,gym,hiking trails,kitchen,sauna,ski in/out,ski storage,washer dryer,workspace","hiking,mid-range,mountain,nature,ski",1,2
P000182,"Pokhara, Nepal",mountain,cabin,50,"fireplace,gym,hiking trails,lake view,parking,security,smart lock,washer dryer","hiking,lake,mid-range,mountain,quiet",2,5
P000183,"Cape Town, South Africa",beach,townhouse,160,"24h check-in,beachfront,city view,elevator,near metro,pet friendly,pool,security,smart lock","beach,beachfront,budget,hiking,mountain,near metro,ocean view,pet-friendly,ski,urban",2,4
P000184,"Porto, Portugal",coast,apartment,155,"air conditioning,city view,near metro,parking,pet friendly,smart lock,workspace","coast,family,long stay,luxury,ocean view,pet-friendly,urban",2,5
P000185,"Calgary, Canada",mountain,villa,230,"24h check-in,air conditioning,elevator,hiking trails,hot tub,kitchen,pet friendly,smart lock,tv,workspace","business,long stay,mid-range,mountain,nature,quiet,urban",6,13
P000186,"Bariloche, Argentina",mountain,apartment,175,"24h check-in,air conditioning,boot warmers,dock,fireplace,hot tub,kayaks,lake view,mountain view,pet friendly,sauna,smart lock,tv,wifi,workspace","lake,luxury,mountain,quiet,ski",1,3
P000187,"Dubrovnik, Croatia",beach,bungalow,200,"24h check-in,balcony,courtyard,heritage building,kitchen,parking,pet friendly,pool,rooftop terrace,sea view,security,tv,washer dryer","beach,coast,family,historic,luxury,romantic",2,4
P000188,"Victoria, Seychelles",beach,bungalow,175,"breakfast included,gym,ocean view,outdoor shower,parking,pool,security,smart lock,wifi","beach,beachfront,budget,bungalow,family,island",1,3
P000189,"Cusco, Peru",mountain,villa,125,"balcony,city view,elevator,gym,security,tv,workspace","budget,business,city center,hiking,mountain,nature,urban",5,11
P000190,"Budapest, Hungary",urban,townhouse,115,"elevator,parking,pet friendly,smart lock,washer dryer,workspace","long stay,luxury,near metro,river,townhouse,urban",2,4
P000191,"Montreal, Canada",lake,condo,140,"24h check-in,balcony,breakfast included,city view,elevator,kayaks,near metro,pet friendly,sauna,smart lock,washer dryer,workspace","city center,lake,luxury,pet-friendly,urban",2,4
P000192,"Leh, India",mountain,resort,145,"balcony,gym,hiking trails,hot tub,kitchen,security,shade courtyard,smart lock,washer dryer,workspace","desert,hiking,luxury,mountain,ski",3,6
P000193,"Busan, South Korea",beach,condo,165,"24h check-in,balcony,beach access,beachfront,breakfast included,elevator,outdoor shower,parking,pet friendly,smart lock,washer dryer,wifi","beach,beachfront,condo,family,mid-range,near metro,pet-friendly,urban",1,2
P000194,"Sharjah, UAE",beach,studio,90,"24h check-in,air conditioning,balcony,beachfront,city view,elevator,kitchen,parking,pet friendly,pool,rooftop terrace,washer dryer,workspace","beach,beachfront,desert,family,long stay,mid-range,near metro,urban",1,1
P000195,"Cape Town, South Africa",beach,apartment,190,"air conditioning,balcony,elevator,gym,hot tub,mountain view,near metro,parking,pet friendly,ski storage,tv","beach,city center,hiking,luxury,mountain,ocean view,pet-friendly,romantic,ski,urban",1,3
P000196,"Cusco, Peru",mountain,cabin,110,"24h check-in,breakfast included,elevator,fireplace,gym,hot tub,pet friendly,security,wifi,workspace","budget,hiking,mountain,near metro,pet-friendly,quiet,urban",1,3
P000197,"Krakow, Poland",urban,hotel,145,"air conditioning,elevator,kitchen,pet friendly,smart lock,tv,washer dryer","business,historic,mid-range,pet-friendly,urban",1,3
P000198,"Phuket, Thailand",beach,hotel,185,"air conditioning,balcony,gym,ocean view,parking,pet friendly,smart lock,wifi","beach,beachfront,family,hotel,island,luxury",1,2
P000199,"Kathmandu, Nepal",mountain,apartment,60,"24h check-in,breakfast included,elevator,kitchen,smart lock,tv,wifi","budget,city center,long stay,mountain,nature,ski,urban",2,5
P000200,"Bariloche, Argentina",mountain,villa,195,"breakfast included,dock,pet friendly,sauna,security,washer dryer,wifi,workspace","budget,hiking,lake,mountain,ski",3,6
P000201,"San Juan, Puerto Rico",beach,guesthouse,155,"24h check-in,balcony,beachfront,city view,elevator,near metro,ocean view,parking,pet friendly,washer dryer","beach,beachfront,budget,city center,family,near metro,urban",2,5
P000202,"Punta Cana, Dominican Republic",beach,bungalow,200,"breakfast included,kitchen,pool,smart lock,washer dryer,workspace","beach,bungalow,family,mid-range,ocean view",1,2
P000203,"Oslo, Norway",forest,apartment,190,"24h check-in,balcony,hammocks,hiking trails,kitchen,pet friendly,sauna,security,wifi,workspace","apartment,business,fjord,forest,hiking,mid-range,pet-friendly,ski,urban",2,4
P000204,"Auckland, New Zealand",beach,studio,175,"air conditioning,breakfast included,elevator,gym,kitchen,pet friendly,security,smart lock","beach,city center,family,mid-range,near metro,romantic,urban",1,2
P000205,"Cancun, Mexico",beach,bungalow,130,"24h check-in,air conditioning,balcony,elevator,gym,tv,wifi,workspace","beach,budget,bungalow,ocean view,romantic",3,6
P000206,"Seoul, South Korea",mountain,apartment,115,"balcony,breakfast included,elevator,hiking trails,mountain view,security,ski storage,tv,workspace","hiking,long stay,luxury,mountain,nature,near metro,urban",3,6
P000207,"Buenos Aires, Argentina",urban,townhouse,155,"24h check-in,balcony,breakfast included,elevator,gym,kitchen,near metro,parking","long stay,mid-range,pet-friendly,urban",3,6
P000208,"Boston, USA",coast,townhouse,190,"24h check-in,balcony,beach access,breakfast included,gym,kitchen,pool,sea view,security,smart lock,wifi","business,city center,coast,family,luxury,ocean view,urban",3,6
P000209,"Chiang Mai, Thailand",mountain,hotel,95,"balcony,city view,elevator,gym,near metro,security,tv,workspace","city center,hiking,mid-range,mountain,near metro,ski,urban",1,1
P000210,"Sharm El Sheikh, Egypt",beach,luxury_tent,340,"air conditioning,gym,pet friendly,pool,security,shade courtyard,smart lock","beach,beachfront,budget,desert,ocean view",1,2
P000211,"Zurich, Switzerland",mountain,hotel,375,"air conditioning,breakfast included,city view,dock,elevator,fireplace,gym,kayaks,kitchen,lake view,near metro,security,tv,wifi,workspace","business,lake,long stay,luxury,mountain,nature,ski,urban",1,1
P000212,"Krakow, Poland",urban,loft,210,"24h check-in,air conditioning,breakfast included,city view,courtyard,elevator,gym,pet friendly,washer dryer","business,historic,luxury,near metro,urban",2,5
P000213,"Rome, Italy",urban,studio,215,"24h check-in,balcony,breakfast included,city view,elevator,gym,kitchen,near metro,pet friendly","budget,city center,pet-friendly,urban",1,1
P000214,"Seattle, USA",mountain,townhouse,275,"24h check-in,air conditioning,firepit,fireplace,hiking trails,near metro,pool,security,ski storage,smart lock,washer dryer,workspace","coast,family,forest,long stay,luxury,mountain,nature,ocean view,pet-friendly,quiet,townhouse,urban",1,3
P000215,"Alappuzha, India",waterfront,hotel,90,"balcony,breakfast included,elevator,gym,parking,pool,security,washer dryer,water view,wifi","budget,coast,family,ocean view,waterfront",2,4
P000216,"Las Vegas, USA",urban,guesthouse,170,"elevator,near metro,pet friendly,pool,shade courtyard,smart lock,washer dryer,wifi","budget,desert,guesthouse,long stay,near metro,urban",1,2
P000217,"Taipei, Taiwan",mountain,villa,210,"24h check-in,balcony,elevator,gym,kitchen,near metro,tv,workspace","luxury,mountain,nature,near metro,pet-friendly,quiet,urban",2,4
P000218,"Hanoi, Vietnam",urban,condo,80,"balcony,elevator,gym,parking,smart lock,tv,washer dryer","business,city center,condo,mid-range,urban",1,3
P000219,"Warsaw, Poland",urban,apartment,130,"24h check-in,city view,elevator,kitchen,pet friendly,smart lock,washer dryer,wifi,workspace","city center,long stay,mid-range,urban",2,4
P000220,"Interlaken, Switzerland",mountain,chalet,215,"24h check-in,air conditioning,breakfast included,elevator,kitchen","lake,luxury,mountain,quiet,ski",6,12
P000221,"Zanzibar City, Tanzania",beach,apartment,190,"air conditioning,beachfront,breakfast included,gym,kitchen,pool,security,smart lock,wifi,workspace","beach,beachfront,island,mid-range,romantic",1,3
P000222,"Dubrovnik, Croatia",beach,condo,85,"24h check-in,balcony,breakfast included,gym,kitchen,pet friendly,wifi,workspace","beach,beachfront,coast,condo,historic,luxury,ocean view",2,5
P000223,"Kyoto, Japan",urban,condo,185,"air conditioning,courtyard,elevator,gym,heritage building,parking,pet friendly,rooftop terrace,smart lock,wifi,workspace","budget,business,historic,pet-friendly,urban",2,4
